CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,cuisine,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
41601438,COOPER'S CRAFT & KITCHEN,Manhattan,87,2 AVENUE,10003,6466062384,American,11-09-22,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,18,B,11-09-22,10/24/2023,Cycle Inspection / Re-inspection,40.72686846,-73.9889273,103,2,3800,1006629,1004610035,MN22,
41696287,CHOP'T,Manhattan,100,PARK AVENUE,10017,6464390262,American,04/29/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8,A,04/29/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.75099346,-73.97850342,105,4,8200,1035319,1012750027,MN20,
50136259,JI YOU BRAISED FOOD,Queens,4118,MAIN ST,11355,6463396905,Chinese,09/13/2023,Establishment re-opened by DOHMH.,,,Not Applicable,0,P,09/13/2023,10/24/2023,Pre-permit (Operational) / Reopening Inspection,40.75773034,-73.82925153,407,20,84900,4114237,4050410037,QN22,
50131947,ISLAND JUICE AND GRILL,Manhattan,51,EAST  125 STREET,10035,9176826668,Caribbean,10-12-23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,64,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.80559781,-73.94030835,111,9,19800,1082075,1017500021,MN34,
40537963,NEW RUAN'S RESTAURANT,Brooklyn,1955,86 STREET,11214,7182668888,Chinese,09/27/2023,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,32,,,10/24/2023,Cycle Inspection / Initial Inspection,40.60514087,-73.99913208,311,38,28400,3165813,3063450047,BK28,
41120682,SANT AMBROEUS,Manhattan,1000,MADISON AVENUE,10075,2125702211,Italian,04-05-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,04-05-23,10/24/2023,Cycle Inspection / Initial Inspection,40.77531625,-73.96286545,108,4,14200,1041835,1013920056,MN40,
50118063,DENISE PIZZA,Queens,8901,101ST AVE,11416,3476180399,Pizza,04-12-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.68284486,-73.8510051,409,32,3800,4188417,4090630036,QN53,
50072534,VIETNAAM,Manhattan,1700,2 AVENUE,10128,2127220558,Southeast Asian,02-07-23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,35,C,02-07-23,10/24/2023,Cycle Inspection / Re-inspection,40.77926412,-73.95071301,108,5,14602,1050065,1015510001,MN32,
50108114,CAFE AROMA,Manhattan,502,9 AVENUE,10018,9179223734,American,08/31/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,28,,,10/24/2023,Cycle Inspection / Initial Inspection,40.7559908,-73.99439083,104,3,11500,1087722,1007627502,MN15,
41576522,EL NUEVO VALLE #2 RESTAURANT LECHONERA,Bronx,855,EAST  180 STREET,10460,7182209591,Latin American,02/16/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,02/16/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.84558097,-73.88364216,206,15,36300,2118279,2031190024,BX17,
40592117,THE OTHEROOM,Manhattan,143,PERRY STREET,10014,2126459758,American,06-01-22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,06-01-22,10/24/2023,Cycle Inspection / Initial Inspection,40.73487246,-74.00798529,102,3,7500,1011869,1006330034,MN23,
50128607,TANGY NOODLE,Manhattan,98,8 AVENUE,10011,6464272799,Chinese,09-12-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,09-12-23,10/24/2023,Pre-permit (Operational) / Re-inspection,40.7402799,-74.00212188,104,3,8100,1013754,1007640072,MN13,
41578971,BOULUD SUD & EPICERIE BOULUD,Manhattan,1900,BROADWAY,10023,2125951313,Mediterranean,10/30/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,10/30/2019,10/24/2023,Cycle Inspection / Re-inspection,40.77151115,-73.98215045,107,6,14900,1027472,1011167501,MN14,
50086007,PLAN B,Manhattan,34,WEST   32 STREET,10001,2127369002,Korean,08/18/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,10/24/2023,Cycle Inspection / Initial Inspection,40.74781906,-73.98710123,105,4,7600,1015832,1008330063,MN17,
50050739,CARVEL,Bronx,2231A,GRAND CONCOURSE,10453,7183292253,Frozen Desserts,08/25/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,08/25/2021,10/24/2023,Cycle Inspection / Initial Inspection,40.85607094,-73.90076948,205,14,23704,2013772,2031630040,BX40,
50105766,LITTLE ITALY PIZZA,Manhattan,167,WEST   48 STREET,10036,6463602346,Pizza,11/15/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,11/15/2021,10/24/2023,Pre-permit (Operational) / Re-inspection,40.75939044,-73.98309584,105,4,12500,1022697,1010010101,MN17,
50106213,ROYAL SEAFOOD CAFE,Manhattan,103,MOTT STREET,10013,2129667199,Chinese,10-03-22,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,14,P,10-03-22,10/24/2023,Cycle Inspection / Reopening Inspection,40.71731169,-73.99746039,102,1,4100,1082936,1002057501,MN24,
50038065,ANTOJITOS MEXICANO,Manhattan,511,WEST  181 STREET,10033,2125688800,Spanish,09/21/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,09/21/2022,10/24/2023,Cycle Inspection / Re-inspection,40.84833943,-73.93139616,112,10,26900,1063702,1021550028,MN35,
50140452,BOCA CHICA SEAFOOD,Manhattan,584,WEST  207 STREET,10034,9294747551,Spanish,09/21/2023,Violations were cited in the following area(s).,15-37,Workplace SFAA policy not prominently posted in workplace.,Not Applicable,,,,10/24/2023,Smoke-Free Air Act / Initial Inspection,40.86696932,-73.92076161,112,10,29300,1082053,1022350028,MN01,
50130904,C. BURGER INC.,Brooklyn,4917,8 AVENUE,11220,6465158201,Asian/Asian Fusion,01/19/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.64151471,-74.00327178,312,38,10800,3137522,3056370001,BK34,
50090741,FREEHOLD IN THE PARK,Manhattan,20,UNION SQUARE WEST,10003,2126777818,Pizza,06-07-22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73660979,-73.99067938,105,2,5200,1016108,1008450002,MN13,
50085433,QUANTUM LEAP,Manhattan,1103,1 AVENUE,10065,2123713888,Vegetarian,05-02-23,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,9,A,05-02-23,10/24/2023,Cycle Inspection / Re-inspection,40.76051052,-73.96132516,108,5,11000,1044207,1014350026,MN31,
50094361,2 IN 1 RESTAURANT,Brooklyn,2108,FLATBUSH AVENUE,11234,7183380688,Chinese,05/16/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,9,A,05/16/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.6184523,-73.93232134,318,46,65000,3219571,3078660055,BK58,
50106783,EL VIEJO YAYO,Queens,9712,101ST AVE,11416,7188801789,Spanish,05/20/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,0,,,10/24/2023,Pre-permit (Operational) / Compliance Inspection,40.68481728,-73.84400934,409,32,4001,4189376,4091040005,QN53,
50098468,NEW HOT WOK,Brooklyn,4912,AVENUE K,11234,7182510355,Chinese,11-03-21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,34,,,10/24/2023,Cycle Inspection / Initial Inspection,40.62577561,-73.92817829,318,45,67600,3217714,3078290044,BK58,
40402899,GLEN TERRACE,Brooklyn,5313,AVENUE N,11234,7182524614,American,03/23/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,52,,,10/24/2023,Cycle Inspection / Initial Inspection,40.61914683,-73.92374769,318,46,68000,3220104,3078780001,BK58,
50138915,QUEENS BAGEL AND DELICATESSEN,Queens,11520,QUEENS BLVD,11375,7188982121,American,09-11-23,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,42,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.71629374,-73.83379152,406,29,76902,4079940,4033420037,QN17,
50113496,THE POINT AFRICAN RESTAURANT,Bronx,2037,WEBSTER AVENUE,10457,3472701985,African,07/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,0,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.85101631,-73.89895525,205,15,37900,2013299,2031420070,BX41,
50110938,CASA LATINA RESTAURANT,Brooklyn,4408,3 AVENUE,11220,9173530128,Latin American,10/20/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16,,,10/24/2023,Cycle Inspection / Initial Inspection,40.65092331,-74.01122582,307,38,200,3011092,3007360043,BK32,
50034232,RELISH CATERERS,Bronx,2501,3 AVENUE,10451,2122281672,American,04-06-22,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10,A,04-06-22,10/24/2023,Cycle Inspection / Initial Inspection,40.81020218,-73.92840116,201,8,5100,2000795,2023200047,BX39,
50122759,UPTOWN VEG II,Manhattan,349,LENOX AVENUE,10027,6465900308,Vegan,10-04-23,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,21,,,10/24/2023,Pre-permit (Operational) / Compliance Inspection,40.80937934,-73.94432194,110,9,22400,1085759,1019120033,MN03,
50044707,CALLIES TAQUERIA & TEQUILA BAR,Manhattan,547,LENOX AVENUE,10037,9172620990,Barbecue,09/18/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,62,,,10/24/2023,Cycle Inspection / Initial Inspection,40.81580516,-73.93962357,110,9,22800,1060005,1020060036,MN03,
50134452,PHOBAR,Brooklyn,80,6 AVENUE,11217,6465338876,Southeast Asian,07/20/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,30,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.67999928,-73.97488136,306,39,12902,3018613,3009330047,BK37,
50134113,AMBER,Manhattan,135,CHRISTOPHER STREET,10014,2124775880,Other,08/14/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,Z,08/14/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.73296766,-74.00689176,102,3,7500,1011740,1006300051,MN23,
40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,4801,16 AVENUE,11204,7188518696,Jewish/Kosher,03/22/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,03/22/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.63150355,-73.98500899,312,44,47400,3128989,3054480010,BK88,
50100526,FAY DAY BAKERY,Queens,13351,41ST AVE,11355,7184569331,Bakery Products/Desserts,04-07-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75785531,-73.83023302,407,20,87100,4618345,4050377507,QN22,
41646811,EL PATRON NIGHTCLUB CABARET-RESTAURANT,Bronx,1465,JEROME AVENUE,10452,6462280275,American,11-05-16,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,8,,,10/24/2023,Inter-Agency Task Force / Initial Inspection,40.84105646,-73.91710618,204,16,21900,2008317,2028580023,BX26,
